STATE_CODE,SHRP_ID,CONSTRUCTION_NO,GPS_SPS,EXPERIMENT_NO,VISIT_DATE,IRI_LEFT_WHEEL_PATH,IRI_RIGHT_WHEEL_PATH,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_JPCC,MEPDG_CRACKING_PERCENT_JPCC,AVG_WHEELPATH_FAULT,TRANS_SPALLING_L,TRANS_CRACK_NO,PATCH_RIGID_A,HPMS16_CRACKING_PERCENT_CRCP,MEPDG_PUNCHOUTS_CRCP,PUNCHOUTS_NO,LONG_SPALLING_L,BOUND_THICKNESS_CM,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR
12,3811,2,G,3,1998-02-10,2.506,2.622,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.508,2.621,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.508,2.621,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.442,2.63,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.442,2.63,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.516,2.612,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,1998-02-10,2.516,2.612,JPCTB,71,68.0,,0.0,17.0,0.0,,,,,9.4,1998,1790.0,,123811,32,20.3,1107.2,,FL
12,3811,2,G,3,2000-08-17,2.739,3.182,JPCTB,,,,,,,,,,,9.4,2000,,,123811,2,19.8,1207.9,,FL
12,3811,2,G,3,2000-08-17,2.714,3.103,JPCTB,,,,,,,,,,,9.4,2000,,,123811,2,19.8,1207.9,,FL
12,3811,2,G,3,2000-08-17,2.727,3.098,JPCTB,,,,,,,,,,,9.4,2000,,,123811,2,19.8,1207.9,,FL
12,3811,2,G,3,2000-08-17,2.771,3.184,JPCTB,,,,,,,,,,,9.4,2000,,,123811,2,19.8,1207.9,,FL
12,3811,2,G,3,2000-08-17,2.758,3.132,JPCTB,,,,,,,,,,,9.4,2000,,,123811,2,19.8,1207.9,,FL
12,3811,2,G,3,2002-10-22,3.014,3.8,JPCTB,88,100.0,4.8,0.0,28.0,0.0,,,,,9.4,2002,,,123811,0,20.0,1648.1,,FL
12,3811,2,G,3,2002-10-22,3.029,3.795,JPCTB,88,100.0,4.8,0.0,28.0,0.0,,,,,9.4,2002,,,123811,0,20.0,1648.1,,FL
