STATE_CODE,SHRP_ID,CONSTRUCTION_NO,VISIT_DATE,GPS_SPS,EXPERIMENT_NO,PAVEMENT_FAMILY,HPMS16_CRACKING_PERCENT_AC,MEPDG_CRACKING_PERCENT_AC,MEPDG_TRANS_CRACK_LENGTH_AC,MEPDG_LONG_CRACK_LENGTH_AC,PATCH_A,POTHOLES_A,BLEEDING,RAVELING,MAX_MEAN_DEPTH_WIRE_REF,LLH_DEPTH_WIRE_REF_MEAN,RLH_DEPTH_WIRE_REF_MEAN,BOUND_THICKNESS_CM,PLASTICITY_INDEX,YEAR,AADTT_LTPPLN,KESAL_YEAR,VWS_ID,FREEZE_INDEX_YR,MEAN_ANN_TEMP_AVG,TOTAL_ANN_PRECIP,CONSTRUCTION_DATE,STATE_ABBR,PERCENT_FINER_02,MEAN_IRI,AGE_SOURCE,AGE_YR,SITE_FACTOR
49,1001,2,1997-03-03,G,1,ACUB,1.0,0.0,1517.0,52.0,0.0,0.0,,,11.0,10.0,11.0,5.9,,1997,,,491001,120.0,12.3,241.7,,UT,,1.2247999999999999,first_visit_proxy,6.9431895961670085,0.000840125941136208
13,1001,2,1997-04-25,G,1,ACUB,54.0,17.0,2910.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,8.1,,1997,,,131001,10.0,16.0,1591.0,,GA,,0.9079,first_visit_proxy,7.08829568788501,7.797125256673511e-05
49,1001,2,1997-04-26,G,1,ACUB,1.0,0.0,1573.0,59.0,0.0,0.0,,,10.0,10.0,10.0,5.9,,1997,,,491001,120.0,12.3,241.7,,UT,,1.2336,first_visit_proxy,7.091033538672143,0.0008580150581793293
49,1001,2,1997-07-31,G,1,ACUB,1.0,0.0,1573.0,59.0,0.0,0.0,,,12.0,12.0,12.0,5.9,,1997,,,491001,120.0,12.3,241.7,,UT,,1.2604,first_visit_proxy,7.353867214236824,0.0008898179329226557
49,1001,2,1997-09-18,G,1,ACUB,1.0,0.0,1573.0,59.0,0.0,0.0,,,11.0,10.0,11.0,5.9,,1997,,,491001,120.0,12.3,241.7,,UT,,1.2364000000000002,first_visit_proxy,7.488021902806297,0.000906050650239562
16,1001,2,1998-05-20,G,1,ACUB,19.0,9.0,513.0,1732.0,0.0,0.0,,,11.0,8.0,11.0,3.9,,1998,,86.0,161001,151.0,10.2,784.9,,ID,,1.0687,first_visit_proxy,8.15605749486653,0.0012397207392197127
16,1001,2,1999-05-11,G,1,ACUB,19.0,9.0,513.0,1732.0,0.0,0.0,,,10.0,8.0,10.0,3.9,,1999,,44.0,161001,46.0,9.3,648.5,,ID,,1.9152999999999998,first_visit_proxy,9.130732375085557,0.00042914442162902115
49,1001,2,1999-07-16,G,1,ACUB,0.0,0.0,1289.0,0.0,0.0,0.0,,,12.0,11.0,12.0,5.9,,1999,,,491001,67.0,13.1,161.9,,UT,,1.2595,first_visit_proxy,9.311430527036277,0.0006331772758384668
49,1001,2,2000-08-16,G,1,ACUB,0.0,0.0,1289.0,0.0,0.0,0.0,,,11.0,10.0,11.0,5.9,,2000,,,491001,59.0,14.2,191.8,,UT,,1.2942,first_visit_proxy,10.39835728952772,0.0006239014373716631
33,1001,2,2001-08-13,G,1,ACUB,36.0,24.0,1355.0,0.0,183.9,0.0,0.0,0.0,10.0,10.0,9.0,8.4,,2001,,,331001,461.0,8.3,796.5,,NH,,1.3353,first_visit_proxy,11.38945927446954,0.005261930184804928
